Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1566079200.0 1.0 76 94 179 NA NA 201 397 482 NA NA 1043 557 1323 NA NA 2757 1878 3464 NA NA
1566079200.0 1002.0 NA 285 75 NA NA NA 554 142 NA NA NA 3260 388 NA NA NA 2715 409 NA NA
1566079200.0 10024.1 NA 214 185 0 NA NA 592 323 0 NA NA 2850 985 363 NA NA 1222 1621 495 NA
1566079200.0 10024.3 NA 213 174 0 NA NA 586 305 0 NA NA 2907 954 336 NA NA 1552 1657 569 NA
1566079200.0 101.0 79 NA NA NA NA 175 NA NA NA NA 961 NA NA NA NA 1568 NA NA NA NA
1566079200.0 1010.0 NA 21 35 0 NA NA 85 98 0 NA NA 159 218 157 NA NA 769 436 323 NA
1566079200.0 102.0 79 NA NA NA NA 175 NA NA NA NA 868 NA NA NA NA 1403 NA NA NA NA
1566079200.0 1020.0 NA 35 23 0 50 NA 136 70 0 144 NA 276 170 95 274 NA 636 1209 397 625
1566079200.0 103.0 34 0 0 NA NA 96 0 0 NA NA 416 283 1665 NA NA 690 762 3041 NA NA
1566079200.0 1040.1 NA 68 26 0 NA NA 137 73 0 NA NA 562 188 141 NA NA 1487 469 483 NA
1566079200.0 105.0 78 98 22 NA NA 204 465 74 NA NA 1105 543 156 NA NA 2096 1133 519 NA NA
1566079200.0 106.0 33 0 0 NA NA 93 0 0 NA NA 402 247 1585 NA NA 900 447 3098 NA NA
1566079200.0 10824.1 NA 206 187 0 NA NA 532 321 0 NA NA 2758 1008 370 NA NA 1722 1560 594 NA
1566079200.0 10824.5 NA 205 86 0 NA NA 564 227 0 NA NA 2839 579 185 NA NA 2000 1643 839 NA
1566079200.0 110.0 57 99 253 NA NA 136 398 572 NA NA 589 491 1801 NA NA 2783 1138 2824 NA NA
1566079200.0 122.0 37 0 0 NA NA 93 0 0 NA NA 397 238 1578 NA NA 731 397 2690 NA NA
1566079200.0 123.3 227 NA NA NA NA 836 NA NA NA NA 1447 NA NA NA NA 4004 NA NA NA NA
1566079200.0 129.0 58 97 244 NA NA 144 418 533 NA NA 622 546 1853 NA NA 3015 1289 3917 NA NA
1566079200.0 1301.0 72 154 190 NA NA 168 457 550 NA NA 1088 1463 1263 NA NA 1648 1248 1768 NA NA
1566079200.0 1301.17 63 201 200 NA NA 139 555 549 NA NA 1214 2755 1468 NA NA 1869 1074 1877 NA NA
1566079200.0 1302.18 66 201 183 NA NA 143 512 485 NA NA 3172 2836 1264 NA NA 2408 1363 1650 NA NA
1566079200.0 1320.0 NA 155 293 0 NA NA 544 606 0 NA NA 1619 2019 543 NA NA 1327 3606 920 NA
1566079200.0 1325.1 NA 164 151 0 NA NA 531 258 0 NA NA 1504 733 335 NA NA 1369 1156 638 NA
1566079200.0 1325.3 NA 163 149 0 NA NA 483 261 0 NA NA 1565 727 314 NA NA 1179 1471 517 NA
1566079200.0 1325.5 NA 160 0 NA NA NA 283 0 NA NA NA 4809 187 NA NA NA 6657 656 NA NA
